Jugador;País;Posc;Equipo;Liga;Edad;PJ;PG;PE;PP;Puntosjugador;Pts;Titular;Suplente;Mín;90 s;Gls;GC;Ass;G-TP;T.Penalti;Penal.Anotado;TA;TR;xG;xAG;Avances;Pases.Peligrosos;Pases.Recibidos;Valor Mercado (millones de e);Salario semanal;Salario anual;Dis;G/T;G-xG;Posesion;Regates;RegatesExt;RegExitosos%;DesafiosDef;DesafExt%;DisBloq;Intercep;Despejes;onG;onGC;Dentro-Fuera;Dentro-Fuera_xG
Samu Omorodion;ESP;DL;Alavés;LaLiga;19;34;12;10;16;1,15;46;21;13;1918;21,3;8;46;1;8;0;0;6;0;10,8;1,3;30;18;100;8;7115;370000;64;0,13;-2,8;41,8;57;22;38,6;4;0;2;1;14;15;28;-0,79;-0,51
Danny Ings;ENG;DL;West Ham;PremierLeague;31;20;14;10;14;0,95;52;3;17;404;4,5;1;74;0;1;0;0;1;0;1,3;0,3;7;8;29;7;125000;6500000;12;0,08;-0,3;41,1;13;6;46,2;13;30,8;1;3;7;5;10;-0,85;-0,4
Dara O'Shea;IRL;DF;Burnley;PremierLeague;24;33;5;9;24;0,58;24;32;1;2892;32,1;3;78;4;3;0;0;5;1;0,7;2;32;122;10;10;20000;1040000;19;0,16;2,3;47,4;2;1;50;26;42,3;30;35;158;36;71;-0,75;-0,54
David Soria;ESP;PO;Getafe;LaLiga;30;38;10;13;15;1,13;43;38;0;3413;37,9;0;54;0;0;0;0;3;0;0;0;0;0;0;8;29038;1510000;0;;0;44,8;0;0;;2;0;0;0;21;42;52;25,45;15,73
Jesús Owono;EQG;PO;Alavés;LaLiga;22;4;12;10;16;1,25;46;4;0;360;4;0;46;0;0;0;0;1;0;0;0;0;0;0;0,3;2885;150000;0;;0;41,8;0;0;;0;;0;0;3;4;8;-0,82;0,25
David Brooks;WAL;DL;Bournemouth;PremierLeague;26;13;13;9;16;0,92;48;2;11;282;3,1;1;67;1;1;0;0;1;0;2,2;1;8;21;27;5;50000;2600000;13;0,08;-1,2;44,4;10;4;40;4;50;0;2;2;5;7;-0,32;-0,11
David Datro Fofana;CIV;DL;Burnley;PremierLeague;20;15;5;9;24;0,73;24;10;5;879;9,8;4;78;1;4;0;0;1;0;4,5;1,8;21;15;39;;30000;1560000;19;0,21;-0,5;47,4;41;15;36,6;6;50;3;1;2;10;18;0,21;0,57
Isaac Palazón Camacho;ESP;CC;Rayo Vallecano;LaLiga;28;37;8;14;16;1,03;38;34;3;2791;31;4;48;1;2;2;2;8;0;5,9;1,9;40;128;152;;23077;1200000;70;0,03;-1,9;49,4;87;35;40,2;58;34,5;2;16;41;27;32;1,84;0,51
Diego Rico;ESP;DF;Getafe;LaLiga;30;32;10;13;15;1,13;43;28;4;2535;28,2;0;54;7;0;0;0;10;0;0,3;3,8;28;119;79;2,5;23077;1200000;18;0;-0,3;44,8;33;11;33,3;76;53,9;8;41;76;37;42;0,53;-0,34
Joaquín Panichelli;ARG;DL;Alavés;LaLiga;20;8;12;10;16;1;46;2;6;226;2,5;0;46;0;0;0;0;0;0;0,6;0,1;3;6;10;;;;9;0;-0,6;41,8;1;0;0;2;50;0;1;4;3;4;-0,14;0,23
Sokratis Papastathopoulos;GRE;DF;Betis;LaLiga;35;15;14;15;9;1,33;57;12;3;1136;12,6;0;45;0;0;0;0;6;0;0,3;0;1;13;1;;44038;2290000;2;0;-0,3;50,4;2;0;0;17;76,5;9;6;60;16;18;-0,36;-0,31
David Ozoh;ENG;CC;Crystal Palace;PremierLeague;18;9;13;10;15;1;49;0;9;156;1,7;0;58;0;0;0;0;1;0;0;0;2;4;3;;;;0;;0;42,3;3;1;33,3;6;83,3;0;0;2;2;5;-1,79;-0,11
Dean Henderson;ENG;PO;Crystal Palace;PremierLeague;26;18;13;10;15;;49;18;0;1620;18;0;58;0;0;0;0;2;0;0;0;0;0;0;10;100000;5200000;0;;0;42,3;0;0;;2;50;0;0;8;;;;
Nicolás Paz;ARG;CC;Real Madrid;LaLiga;18;4;29;8;1;2,5;95;0;4;23;0,3;0;26;0;0;0;0;0;0;0,1;0;3;6;2;;;;2;0;-0,1;59,2;2;0;0;0;;0;1;0;1;1;-1,62;-2,33
Jesús Santiago;ESP;CC;Getafe;LaLiga;19;14;10;13;15;0,86;43;8;6;656;7,3;1;54;0;1;0;0;4;0;0,6;0,4;5;15;12;;;;5;0,2;0,4;44,8;8;3;37,5;7;57,1;0;0;8;5;8;-0,12;-1,02
Pejiño;ESP;DL;Las Palmas;LaLiga;27;17;10;10;18;0,76;40;6;11;504;5,6;2;47;0;2;0;0;1;0;1,3;0,6;17;20;66;1,5;13846;720000;17;0,12;0,7;59,2;34;15;44,1;18;33,3;0;2;5;4;5;0,22;0,35
Enes Ünal;TUR;DL;Bournemouth;PremierLeague;26;16;13;9;16;1;48;2;2;328;3,6;2;67;2;2;0;0;1;0;2,9;1;4;7;28;20;15000;780000;23;0,09;-0,9;44,4;11;2;18,2;0;;0;0;2;2;3;-0,34;-0,12
Facundo Pellistri;URU;DL;Manchester Utd;PremierLeague;21;9;18;6;14;0,6;60;1;1;172;1,9;0;58;1;0;0;0;0;0;0,7;0,1;6;6;31;10;20000;1040000;4;0;-0,7;50,6;11;5;45,5;21;28,6;0;4;7;13;30;-0,25;0,18
Marcos Peña;ESP;CC;Almería;LaLiga;18;7;3;12;23;0,86;21;4;3;441;4,9;0;75;0;0;0;0;3;0;0,2;0;0;10;0;;;;4;0;-0,2;46,4;1;0;0;12;50;3;13;8;4;7;0,26;0,32
Diadie Samassékou;MLI;CC;Cádiz;LaLiga;27;4;6;15;17;0,75;33;0;4;92;1;0;55;0;0;0;0;0;0;0;0;2;7;1;;75000;3900000;1;0;0;43,3;2;2;100;6;83,3;0;3;1;0;4;-3,24;-1,64
Rubén Peña;ESP;DF;Osasuna;LaLiga;32;29;12;9;17;1,34;45;26;3;2088;23,2;0;56;2;0;0;0;3;0;0,9;2,6;62;78;147;1,5;15962;830000;17;0;-0,9;47,5;73;35;47,9;49;40,8;8;30;39;26;33;-0,03;0,23
Diego Carlos;BRA;DF;Aston Villa;PremierLeague;30;27;20;8;10;1,56;68;20;7;1816;20,2;0;61;0;0;0;0;4;0;1,9;0,1;4;59;1;14;100000;5200000;10;0;-1,9;53,1;4;2;50;21;61,9;19;13;78;35;36;-0,95;-0,44
Francisco Perez;ESP;CC;Valencia;LaLiga;20;32;13;10;15;1,47;49;27;5;2049;22,8;1;45;4;1;0;0;4;0;1,1;2,6;59;41;145;;;;20;0,05;-0,1;44,3;101;40;39,6;44;34,1;0;14;5;24;16;1,2;0,49
Kike Pérez;ESP;CC;Rayo Vallecano;LaLiga;26;24;8;14;16;0,92;38;9;15;835;9,3;1;48;0;1;0;0;7;0;1,9;0,6;17;47;42;3;8077;420000;13;0,08;-0,9;49,4;33;9;27,3;23;47,8;0;8;6;6;14;-0,48;-0,01
Máximo Perrone;ARG;CC;Las Palmas;LaLiga;20;29;10;10;18;1,21;40;20;9;1623;18;0;47;0;0;0;0;6;0;0,2;0,5;12;78;22;7;35385;1840000;7;0;-0,2;59,2;24;11;45,8;39;48,7;4;24;21;17;27;-0,35;-0,58
Yeremi Pino;ESP;CC;Villarreal;LaLiga;20;7;14;11;13;0,71;53;7;0;475;5,3;0;65;0;0;0;0;4;0;1,4;0,2;11;10;49;;25962;1350000;9;0;-1,4;49,6;17;9;52,9;18;50;1;5;5;6;8;-0,44;-0,44
Portu;ESP;CC;Girona;LaLiga;31;33;25;6;7;1,33;81;11;3;1188;13,2;7;46;5;7;0;0;3;0;3,4;3,5;32;32;96;;34615;1800000;1;0;-0,2;56,9;3;0;0;6;83,3;0;0;0;1;1;0,33;0,21
Divin Mubama;ENG;DL;West Ham;PremierLeague;18;5;14;10;14;1,6;52;0;5;80;0,9;0;74;0;0;0;0;0;0;0,1;0;0;0;5;;4000;208000;1;0;-0,1;41,1;0;0;;0;;0;0;0;2;2;0,38;-0,99
Nahuel Tenaglia;ARG;DF;Alavés;LaLiga;27;25;12;10;16;1,48;46;11;14;1141;12,7;1;46;0;1;0;0;5;0;0,6;0,5;17;45;24;2;8654;450000;8;0,13;0,4;41,8;14;7;50;28;57,1;8;12;59;15;19;-0,08;-0,14
Divock Origi;BEL;DL;Nott'ham Forest;PremierLeague;28;20;9;9;20;0,6;32;6;14;606;6,7;0;67;1;0;0;0;1;0;1,4;2,1;19;14;41;4;120000;6240000;14;0;-1,4;40,6;24;9;37,5;0;;0;2;4;4;6;0,21;0,13
Dominic Calvert-Lewin;ENG;DL;Everton;PremierLeague;26;32;13;9;16;1,28;42;26;6;2171;24,1;7;51;2;5;2;2;2;0;12,9;3,1;36;31;122;22;100000;5200000;71;0,07;-5,9;40,8;43;14;32,6;15;13,3;4;4;38;26;27;0,68;0,23
Marc Pubill;ESP;DF;Almería;LaLiga;20;23;3;12;23;0,7;21;22;1;1883;20,9;1;75;3;1;0;0;2;0;0,7;1,5;59;36;85;6;6731;350000;20;0,05;0,3;46,4;65;33;50,8;39;56,4;8;15;83;26;36;0,81;0,59
Luis Rioja;ESP;DL;Alavés;LaLiga;29;37;12;10;16;1,22;46;31;6;2498;27,8;5;46;4;2;3;4;4;0;6,1;3,9;70;77;173;3;15769;820000;53;0,04;-1,1;41,8;71;41;57,7;43;32,6;1;16;28;25;36;-0,49;-0,24
Dwight McNeil;ENG;CC;Everton;PremierLeague;23;35;13;9;16;1,37;42;33;2;2892;32,1;3;51;6;3;0;0;2;0;3,4;8,8;80;114;147;20;25000;1300000;57;0,05;-0,4;40,8;66;30;45,5;55;43,6;7;22;37;37;39;1,47;-0,06
Largie Ramazani;BEL;DL;Almería;LaLiga;22;29;3;12;23;0,41;21;16;13;1555;17,3;3;75;5;3;0;0;11;2;4,7;5,7;59;42;104;6;2885;150000;40;0,08;-1,7;46,4;74;31;41,9;26;23,1;2;34;10;21;34;0,16;0,5
Eddie Nketiah;ENG;DL;Arsenal;PremierLeague;24;27;28;5;5;2,15;89;10;17;1082;12;5;29;2;5;0;0;3;0;4,5;0,8;22;20;77;25;100000;5200000;38;0,13;0,5;58,2;30;8;26,7;7;28,6;0;4;4;24;10;-0,68;-0,39
Sandro Ramírez;ESP;DL;Las Palmas;LaLiga;28;27;10;10;18;0,74;40;21;6;1808;20,1;1;47;3;1;0;1;3;0;3,7;2,6;61;54;209;1;28654;1490000;51;0,02;-2,7;59,2;54;22;40,7;15;40;1;4;14;15;25;-0,27;-0,22
Ederson;BRA;PO;Manchester City;PremierLeague;29;33;28;7;3;2,36;91;33;0;2785;30,9;0;34;0;0;0;0;5;0;0;0,1;0;4;0;35;100000;5200000;0;;0;65,2;1;1;100;1;0;0;0;10;78;27;0,09;0,37
Sergio Ramos;ESP;DF;Sevilla;LaLiga;37;28;10;11;17;1,07;41;28;0;2517;28;3;54;0;3;0;0;7;1;1,9;0,1;11;81;5;4;44038;2290000;28;0,11;1,1;50,3;11;6;54,5;40;67,5;30;41;156;31;39;-0,49;0,18
Edson Álvarez;MEX;CC;West Ham;PremierLeague;25;31;14;10;14;1,48;52;28;3;2377;26,4;1;74;1;1;0;0;11;0;1,3;0,6;20;91;26;35;100000;5200000;17;0,06;-0,3;41,1;42;27;64,3;66;47;20;42;81;40;45;0,59;-0,07
Elijah Adebayo;ENG;DL;Luton Town;PremierLeague;25;27;6;8;24;0,78;26;16;11;1419;15,8;10;85;0;10;0;0;1;0;5,9;0,7;16;23;110;10;12500;650000;31;0,32;4,1;42,4;67;18;26,9;12;8,3;2;6;25;30;36;0,83;0,92
Raúl;ESP;DL;Osasuna;LaLiga;22;35;12;9;17;1,09;45;13;22;1355;15,1;6;56;1;6;0;0;4;0;4,9;0,6;16;22;68;;;;33;0,18;1,1;47,5;21;6;28,6;10;20;1;5;11;18;24;-0,18;-0,1
Elliot Anderson;ENG;CC;Newcastle Utd;PremierLeague;20;21;18;6;14;1,86;60;10;11;1027;11,4;0;62;2;0;0;0;3;0;1,5;1,9;37;57;70;13;30000;1560000;19;0;-1,5;52,2;43;21;48,8;29;51,7;4;8;23;30;14;1,14;1,17
Emerson;BRA;DF;Tottenham;PremierLeague;24;22;20;6;12;1,64;66;11;11;1161;12,9;1;61;0;1;0;0;4;0;0,2;0,4;21;57;35;;40000;2080000;6;0,17;0,8;61,6;21;10;47,6;43;48,8;10;20;50;22;31;-1,57;-1,34
Emerson Palmieri;ITA;DF;West Ham;PremierLeague;28;36;14;10;14;1,42;52;35;1;3137;34,9;1;74;2;1;0;0;10;0;1,5;2,4;59;125;124;12;95000;4940000;19;0,05;-0,5;41,1;64;24;37,5;90;63,3;15;43;96;58;67;1,33;-1,02
Emil Krafth;SWE;DF;Newcastle Utd;PremierLeague;28;17;18;6;14;1,71;60;8;9;913;10,1;0;62;0;0;0;0;2;0;0,2;1;12;29;33;5;55000;2860000;4;0;-0,2;52,2;6;3;50;25;48;3;9;21;26;15;0,65;1,09
Emile Smith Rowe;ENG;CC;Arsenal;PremierLeague;23;13;28;5;5;2,23;89;3;10;353;3,9;0;29;1;0;0;0;0;0;2;0,2;11;23;18;22;40000;2080000;15;0;-2;58,2;7;3;42,9;4;50;1;3;1;12;3;0,74;0,22
Emiliano Martínez;ARG;PO;Aston Villa;PremierLeague;30;34;20;8;10;1,91;68;34;0;3015;33,5;0;61;0;0;0;0;4;0;0;0;0;2;0;28;120000;6240000;0;;0;53,1;0;0;;0;;0;0;12;72;48;2,72;1,52
Sergi Roberto;ESP;CC;Barcelona;LaLiga;31;14;26;7;5;2,64;85;10;4;860;9,6;3;44;2;3;0;0;4;0;1,7;0,8;13;50;33;3;96154;5000000;10;0,3;1,3;64,3;6;3;50;11;27,3;2;8;7;26;10;1,01;0,38
Lucas Robertone;ARG;CC;Almería;LaLiga;26;33;3;12;23;0,52;21;29;4;2381;26,5;0;75;5;0;0;0;11;0;1;2,5;31;128;37;7;21154;1100000;37;0;-1;46,4;21;8;38,1;50;50;9;51;43;32;47;0,91;0,98
Kirian Rodríguez;ESP;CC;Las Palmas;LaLiga;27;37;10;10;18;1,08;40;36;1;3211;35,7;6;47;2;6;0;0;8;0;2,1;1,6;46;296;78;10;2308;120000;43;0,14;3,9;59,2;37;26;70,3;67;35,8;3;28;23;33;44;0,98;1,5
Eric Dier;ENG;DF;Tottenham;PremierLeague;29;4;20;6;12;1,5;66;1;3;201;2,2;0;61;0;0;0;0;0;0;0;0;0;3;0;;85000;4420000;0;;0;61,6;0;0;;2;100;3;2;12;1;8;-3,69;-2,19
Óscar Rodríguez Arnaiz;ESP;CC;Getafe;LaLiga;25;24;10;13;15;1,13;43;9;15;967;10,7;2;54;1;2;0;0;9;0;1,5;2,1;13;52;48;;23077;1200000;34;0,06;0,5;44,8;31;14;45,2;15;60;1;5;5;13;11;0,7;0,81
Miguel Rodríguez;ESP;CC;Celta Vigo;LaLiga;20;15;10;11;17;0,47;41;2;13;300;3,3;0;57;0;0;0;0;2;0;0,2;0,2;14;8;35;;9615;500000;6;0;-0,2;46,1;17;3;17,6;9;33,3;0;4;0;3;6;-0,67;-0,34
Ethan Pinnock;JAM;DF;Brentford;PremierLeague;30;29;10;9;19;1,21;39;28;1;2521;28;2;65;0;2;0;0;1;0;2;1;11;61;16;12;30000;1560000;19;0,11;0;45,2;10;6;60;20;45;24;43;170;44;46;0,63;0,62
Luka Romero;ARG;DL;Almería;LaLiga;18;13;3;12;23;0,54;21;5;8;438;4,9;3;75;0;3;0;0;2;0;1,3;0,1;11;14;20;;32115;1670000;8;0,38;1,7;46,4;16;7;43,8;4;50;1;1;2;7;7;0,97;-0,55
Ezri Konsa;ENG;DF;Aston Villa;PremierLeague;25;35;20;8;10;1,77;68;35;0;3069;34,1;1;61;0;1;0;0;5;0;2,5;0,5;37;136;33;35;75000;3900000;19;0,05;-1,5;53,1;34;19;55,9;27;85,2;20;28;73;68;54;0,15;-0,05
Fabian Schär;SUI;DF;Newcastle Utd;PremierLeague;31;36;18;6;14;1,56;60;35;1;3054;33,9;4;62;1;4;0;0;5;0;2,5;0,7;28;133;20;10;40000;2080000;35;0,11;1,5;52,2;22;13;59,1;40;45;38;36;133;72;58;-1,8;-1,89
Nacho Vidal;ESP;DF;Osasuna;LaLiga;28;7;12;9;17;2;45;0;7;96;1,1;1;56;0;1;0;0;0;0;0,3;0;0;1;4;2;16731;870000;3;0,33;0,7;47,5;2;1;50;5;40;0;0;6;2;2;0,3;0,31
Fábio Silva;POR;DL;Wolves;PremierLeague;21;8;13;7;18;0,88;46;3;5;264;2,9;0;65;0;0;0;0;2;0;1;0,2;5;10;13;10;80000;4160000;7;0;-1;48,9;8;2;25;3;66,7;0;2;0;2;8;-1,79;-0,89
Sergio Ruiz;ESP;CC;Granada;LaLiga;28;35;4;9;25;0,58;21;30;5;2494;27,7;0;79;4;0;0;0;9;0;0,7;1,3;34;113;23;1;16731;870000;13;0;-0,7;45,6;54;23;42,6;84;45,2;6;28;43;28;57;0,12;0,5
Youssouf Sabaly;SEN;DF;Betis;LaLiga;30;12;14;15;9;1,5;57;12;0;1046;11,6;0;45;1;0;0;0;2;0;0,1;0,5;31;47;43;2,5;16346;850000;4;0;-0,1;50,4;23;12;52,2;12;66,7;3;11;27;18;17;0,01;-0,12
Umar Sadiq;NGA;DL;Real Sociedad;LaLiga;26;26;16;12;10;1,58;60;12;14;1077;12;3;39;1;3;0;0;4;0;3,6;1,1;18;13;74;15;23077;1200000;33;0,09;-0,6;55,3;49;31;63,3;8;50;0;0;10;16;15;-0,34;-0,03
Facundo Buonanotte;ARG;DL;Brighton;PremierLeague;18;27;12;12;14;1,19;48;17;10;1364;15,2;3;62;1;3;0;0;7;0;2,4;1,8;23;42;69;18;15000;780000;21;0,14;0,6;59,8;52;18;34,6;44;31,8;3;8;5;18;19;0,2;0,17
Fede San Emeterio;ESP;CC;Cádiz;LaLiga;26;4;6;15;17;1;33;3;1;152;1,7;1;55;0;1;0;0;1;1;0,1;0,1;0;4;0;1;13846;720000;1;1;0,9;43,3;1;0;0;4;25;2;2;1;1;2;0,18;-0,34
Lucas Torró;ESP;CC;Osasuna;LaLiga;29;28;12;9;17;1,11;45;21;7;1788;19,9;1;56;0;1;0;0;5;0;1,5;0,6;3;60;15;8;14423;750000;30;0,03;-0,5;47,5;8;6;75;28;39,3;2;33;37;22;30;-0,24;-0,41
Ricard Sánchez;ESP;DF;Granada;LaLiga;23;33;4;9;25;0,42;21;25;8;2295;25,5;3;79;0;3;0;0;8;0;1;1,9;49;84;103;2,5;4808;250000;14;0,21;2;45,6;34;19;55,9;24;50;4;13;64;28;55;0,06;0,36
Felipe;BRA;DF;Nott'ham Forest;PremierLeague;34;7;9;9;20;0,75;32;4;3;375;4,2;0;67;0;0;0;0;4;0;0,1;0,1;1;6;0;2;80000;4160000;3;0;-0,1;40,6;2;1;50;12;75;1;4;12;4;11;-1,35;-0,06
Sávio;BRA;DL;Girona;LaLiga;19;37;25;6;7;2,11;81;35;2;2976;33,1;9;46;10;9;0;0;5;0;6,1;7,9;181;93;372;35;20000;1040000;45;0,2;2,9;56,9;236;104;44,1;28;57,1;0;18;11;74;39;0,25;0,43
Rui Silva;POR;PO;Betis;LaLiga;29;28;14;15;9;1,39;57;28;0;2475;27,5;0;45;0;0;0;0;4;0;0;0;0;1;1;15;17308;900000;0;;0;50,4;1;1;100;3;0;0;1;13;35;36;-0,42;-0,79
Ferrán Torres;ESP;DL;Barcelona;LaLiga;23;29;26;7;5;2,21;85;12;17;1211;13,5;7;44;2;7;0;0;2;0;5,5;2,7;30;44;113;;192308;10000000;38;0,18;1,5;64,3;24;10;41,7;16;31,3;1;5;6;33;18;0,3;0,33
Giuliano Simeone;ARG;DL;Alavés;LaLiga;20;14;12;10;16;1,5;46;6;8;630;7;1;46;2;1;0;1;1;0;2,4;2;25;24;47;;9615;500000;14;0,07;-1,4;41,8;22;9;40,9;17;29,4;0;5;3;9;5;1,02;0,81
Jailson Siqueira;BRA;DF;Celta Vigo;LaLiga;27;14;10;11;17;1,29;41;9;5;897;10;0;57;1;0;0;0;1;0;0,2;0,5;16;38;8;;;;5;0;-0,2;46,1;10;6;60;24;54,2;5;12;32;17;15;0,66;0,07
Fodé Ballo-Touré;SEN;DF;Fulham;PremierLeague;26;6;13;8;17;2;47;0;6;71;0,8;0;61;0;0;0;0;1;0;0;0;5;0;4;3;32500;1690000;0;;0;50,6;6;3;50;2;50;0;3;2;2;1;1,46;1,32
Rubén Sobrino;ESP;CC;Cádiz;LaLiga;31;32;6;15;17;1;33;18;14;1646;18,3;0;55;1;0;0;0;8;1;1,8;2,3;27;34;78;1,5;15385;800000;21;0;-1,8;43,3;41;16;39;51;43,1;2;16;18;8;24;-0,22;0,04
Frank Onyeka;NGA;CC;Brentford;PremierLeague;25;26;10;9;19;0,85;39;11;15;1161;12,9;1;65;2;1;0;0;8;0;2,2;1,8;17;33;39;9;40000;2080000;22;0,05;-1,2;45,2;29;11;37,9;29;55,2;7;23;17;17;27;-0,82;0,04
Jhon Solis;COL;CC;Girona;LaLiga;18;18;25;6;7;1,67;81;2;16;384;4,3;0;46;0;0;0;0;0;0;1;0,3;9;22;13;;;;9;0;-1;56,9;12;6;50;12;33,3;3;8;7;9;7;-0,63;-0,46
Fred Onyedinma;ENG;DF;Luton Town;PremierLeague;26;8;6;8;24;0,5;26;4;4;407;4,5;0;85;0;0;0;0;1;0;0,2;0,1;9;6;21;;5577;290000;5;0;-0,2;42,4;11;2;18,2;12;41,7;0;1;13;6;14;-1,02;-0,96
Gabriel Osho;NGA;DF;Luton Town;PremierLeague;24;21;6;8;24;0,81;26;21;0;1846;20,5;2;85;0;2;0;0;3;0;1,1;0,1;10;37;4;;10000;520000;10;0,2;0,9;42,4;12;7;58,3;27;59,3;20;31;92;31;47;0,19;-0,13
George Baldock;GRE;DF;Sheffield Utd;PremierLeague;30;13;3;7;28;0,54;16;11;2;969;10,8;0;104;1;0;0;0;4;0;0;0,8;9;31;24;2;10000;520000;1;0;0;35,8;11;6;54,5;15;40;8;10;33;11;21;1,24;-0,21
Suso;ESP;CC;Sevilla;LaLiga;29;29;10;11;17;1,03;41;15;14;1517;16,9;1;54;4;1;0;0;5;1;1,4;3,9;41;110;109;5;53846;2800000;26;0,04;-0,4;50,3;48;27;56,3;28;28,6;0;5;4;30;35;-0,25;-0,01
Martin Valjent;SVK;DF;Mallorca;LaLiga;27;28;8;16;14;0,96;40;28;0;2349;26,1;0;44;1;0;0;0;5;0;0,3;0,9;22;61;27;4;13462;700000;9;0;-0,3;45;3;1;33,3;30;60;11;29;112;24;34;-0,3;0,04
Gio Reyna;USA;DL;Nott'ham Forest;PremierLeague;20;9;9;9;20;0,67;32;2;7;235;2,6;0;67;1;0;0;0;0;0;0,3;0,5;3;12;14;;40000;2080000;5;0;-0,3;40,6;7;3;42,9;6;50;0;2;0;3;3;0,51;0,77
Williot Swedberg;SWE;DL;Celta Vigo;LaLiga;19;15;10;11;17;1,27;41;4;11;439;4,9;5;57;0;5;0;0;1;0;2,3;0,2;7;6;26;2;4808;250000;12;0,42;2,7;46,1;14;7;50;8;62,5;1;0;4;11;12;0,1;0,47
Giovani Lo Celso;ARG;CC;Tottenham;PremierLeague;27;22;20;6;12;1,32;66;4;18;506;5,6;2;61;2;2;0;0;2;0;0,6;1,9;25;68;29;14;70000;3640000;13;0,15;1,4;61,6;14;8;57,1;14;64,3;1;5;2;12;12;-0,4;-0,13
Renato Tapia;PER;CC;Celta Vigo;LaLiga;28;21;10;11;17;1,1;41;15;6;1337;14,9;0;57;0;0;0;0;5;1;1;0,6;9;61;14;5;7692;400000;19;0;-1;46,1;39;27;69,2;25;56;7;21;50;14;15;0,36;-0,15
Marciano Tchami;GNB;DL;Almería;LaLiga;19;6;3;12;23;0;21;0;6;43;0,5;0;75;0;0;0;0;0;0;0;0;1;1;3;;;;1;0;0;46,4;0;0;;0;;0;0;0;0;3;-5,51;-2,19
Raúl de Tomás;ESP;DL;Rayo Vallecano;LaLiga;28;25;8;14;16;0,96;38;15;10;1272;14,1;1;48;2;0;1;1;5;0;3,4;1,3;11;23;73;3;59615;3100000;38;0;-2,4;49,4;44;20;45,5;6;50;0;1;8;13;14;0,68;-0,05
Gustavo Hamer;NED;CC;Sheffield Utd;PremierLeague;26;36;3;7;28;0,44;16;34;2;2910;32,3;4;104;6;4;0;0;9;0;3;6,1;36;135;86;16;30000;1560000;49;0,08;1;35,8;58;28;48,3;59;27,1;9;29;35;31;83;1,39;0,84
Raúl Torrente;ESP;DF;Granada;LaLiga;21;17;4;9;25;0,35;21;14;3;1250;13,9;0;79;0;0;0;0;4;0;0,2;0,4;4;33;2;;5577;290000;3;0;-0,2;45,6;1;0;0;22;77,3;10;11;68;11;28;-0,23;0,04
Hannes Delcroix;BEL;DF;Burnley;PremierLeague;24;12;5;9;24;0,67;24;5;7;589;6,5;0;78;0;0;0;0;2;0;0,4;0,2;2;18;6;3;15000;780000;4;0;-0,4;47,4;6;3;50;4;75;3;9;26;6;25;-2,33;-0,87
Harrison Reed;ENG;CC;Fulham;PremierLeague;28;27;13;8;17;1,52;47;15;12;1325;14,7;0;61;2;0;0;0;6;0;0,3;1,1;10;56;40;8;50000;2600000;9;0;-0,3;50,6;10;5;50;31;41,9;9;11;24;22;23;0,15;-0,17
Harry Maguire;ENG;DF;Manchester Utd;PremierLeague;30;22;18;6;14;1,68;60;18;4;1653;18,4;2;58;2;2;0;0;4;0;2;1,2;20;73;2;18;190000;9880000;20;0,1;0;50,6;2;0;0;22;54,5;24;25;83;33;29;0,47;0,05
Óscar Trejo;ARG;DL;Rayo Vallecano;LaLiga;35;31;8;14;16;1,1;38;19;12;1380;15,3;0;48;0;0;0;0;4;1;0,9;1,3;28;124;81;0,8;9808;510000;18;0;-0,9;49,4;85;33;38,8;21;61,9;1;5;9;13;18;0,29;-0,01
Harry Toffolo;ENG;DF;Nott'ham Forest;PremierLeague;27;23;9;9;20;0,91;32;15;8;1459;16,2;1;67;3;1;0;0;3;0;1,6;1,5;10;42;34;5;35000;1820000;8;0,13;-0,6;40,6;3;1;33,3;24;62,5;13;14;49;18;29;-0,36;-0,21
Viktor Tsyhankov;UKR;CC;Girona;LaLiga;25;30;25;6;7;2,17;81;26;4;2052;22,8;8;46;7;8;0;0;0;0;6,2;5,9;65;89;226;;26923;1400000;44;0,18;1,8;56,9;53;22;41,5;26;53,8;1;12;24;48;26;-0,15;-0,45
Harvey Barnes;ENG;DL;Newcastle Utd;PremierLeague;25;21;18;6;14;1,76;60;7;14;802;8,9;5;62;3;5;0;0;2;0;3,6;3,2;45;34;79;35;80000;4160000;27;0,19;1,4;52,2;25;7;28;2;50;0;5;3;24;10;1,26;0,9
Óscar Valentín;ESP;CC;Rayo Vallecano;LaLiga;28;34;8;14;16;1,09;38;32;2;2692;29,9;1;48;0;1;0;0;7;1;1,7;0,6;24;132;11;5;16923;880000;15;0,07;-0,7;49,4;13;7;53,8;101;45,5;10;35;52;22;29;1,25;0,41
Hjalmar Ekdal;SWE;DF;Burnley;PremierLeague;24;8;5;9;24;0,88;24;5;3;437;4,9;0;78;0;0;0;0;2;0;0,1;0,1;5;11;1;5;20000;1040000;2;0;-0,1;47,4;3;2;66,7;4;50;5;6;21;2;8;-0,3;0,28
Hugo Bueno;ESP;DF;Wolves;PremierLeague;20;22;13;7;18;1,14;46;7;15;741;8,2;0;65;0;0;0;0;1;0;0,3;0,8;22;8;40;7;10000;520000;5;0;-0,3;48,9;23;8;34,8;19;63,2;4;6;24;7;16;-0,89;-0,18
